occupation_group,month,occupation_label,ai_exposure,automation_prone,augmentation_prone,employment_share,source_note,post_chatgpt,high_exposure,treated,base_employment,employment_rate,log_wage
personal_care,2024-05-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6945688517451205,10.749302263783724
sales,2024-05-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6518348183901691,10.813495780159109
office_admin,2024-05-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6186257532240639,10.687916064901119
farming,2024-05-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6418010177563702,10.703562899621971
construction,2024-05-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6813819881354627,10.680867356014202
installation,2024-05-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6462079201181695,10.815965202075745
production,2024-05-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6151629168404795,10.772439110368378
transportation,2024-05-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6362533639095173,10.690567015493116
management,2024-06-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6179053986678325,10.721349233777158
business_financial,2024-06-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6294089914858618,10.783141556918782
computer_math,2024-06-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6326533598022392,10.733306839842626
architecture_engineering,2024-06-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6367305063647346,10.853288136926874
life_physical_social,2024-06-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6598819848514934,10.725366801903547
community_social,2024-06-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6549767588464973,10.56877674044322
legal,2024-06-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6001093139480727,10.825505841053007
education,2024-06-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6288027073869454,10.81145177777783
arts_media,2024-06-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6448005449694385,10.759201522067112
healthcare_practitioners,2024-06-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6575461018318286,10.79178484391145
healthcare_support,2024-06-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.634946382786723,10.77261825196365
protective_service,2024-06-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6769584079898026,10.758349693510233
food_prep,2024-06-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6730379136087251,10.793185410228764
building_grounds,2024-06-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6537706301073529,10.82756854214866
personal_care,2024-06-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6855565095671762,10.75312067024458
sales,2024-06-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6659975070589077,10.704566918203419
office_admin,2024-06-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6196868221942456,10.795891112107231
farming,2024-06-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6248919365334294,10.799839223315953
construction,2024-06-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6626574876305396,10.771913968025322
installation,2024-06-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6256090212964447,10.789993598895139
production,2024-06-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6310684434508177,10.729260108531774
transportation,2024-06-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6438675022454887,10.836295235891946
management,2024-07-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6526732830738674,10.787165152047832
business_financial,2024-07-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6128551161454228,10.786854824140201
computer_math,2024-07-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6638237234459691,10.850925079476779
architecture_engineering,2024-07-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6601822742592947,10.762727497392936
life_physical_social,2024-07-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6603789023504704,10.770091960401407
community_social,2024-07-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.7018138853797379,10.822543115935455
legal,2024-07-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6203316586384566,10.80766383938366
education,2024-07-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6675497315544912,10.754950061131446
arts_media,2024-07-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6176155724055585,10.786632955856089
healthcare_practitioners,2024-07-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.7008513057568733,10.80375170035339
healthcare_support,2024-07-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.631101561029729,10.671548027671701
protective_service,2024-07-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6959607142487824,10.734344455633398
food_prep,2024-07-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6363874255503201,10.723239800254863
building_grounds,2024-07-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6433445962814167,10.730658757196377
personal_care,2024-07-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6774339023736545,10.692708386361048
sales,2024-07-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6442244264913148,10.915910846033498
office_admin,2024-07-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5975244558792089,10.837141617930595
farming,2024-07-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6795024232766426,10.752327347910565
construction,2024-07-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6353763910346263,10.711694392567313
installation,2024-07-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.7062938053908951,10.721328370340421
production,2024-07-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6368050587482001,10.714259239798885
transportation,2024-07-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6470668191549462,10.826300789101493
management,2024-08-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6638637780464525,10.83226756279008
business_financial,2024-08-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6308375874245417,10.726615178792153
computer_math,2024-08-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6716680413695854,10.891732118104128
architecture_engineering,2024-08-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6691059854421199,10.780564689789589
life_physical_social,2024-08-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6506101619056974,10.695523398201683
community_social,2024-08-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6372045428938615,10.845953573111316
legal,2024-08-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6161129968050802,10.76187125612957
education,2024-08-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6883749896225345,10.830244253879544
arts_media,2024-08-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.648774434412497,10.7338302106932
healthcare_practitioners,2024-08-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6606163979862761,10.75710522396632
healthcare_support,2024-08-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6544362762244759,10.777465392967105
protective_service,2024-08-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6658707127292455,10.795980520650563
food_prep,2024-08-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6559925724988614,10.730017161090492
building_grounds,2024-08-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6490868999573469,10.720674262152304
personal_care,2024-08-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.7090498169741426,10.741338034853767
sales,2024-08-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6478105650415911,10.77686552829591
office_admin,2024-08-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6190036961861435,10.808503988835113
farming,2024-08-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6373916675128541,10.7787298424271
construction,2024-08-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6907762954974872,10.770214599365806
installation,2024-08-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6645463167785254,10.71394651757957
production,2024-08-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6136614573752676,10.868305239583197
transportation,2024-08-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6360804314853522,10.773553930471557
management,2024-09-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6329536377453716,10.77180149330224
business_financial,2024-09-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6541316755716333,10.849202340855092
computer_math,2024-09-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6980577612296605,10.847492305691967
architecture_engineering,2024-09-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6417887294330561,10.817819864691836
life_physical_social,2024-09-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6553765934677116,10.791521991639318
community_social,2024-09-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6912908735559768,10.708081179146093
legal,2024-09-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6178049230934729,10.787006290574944
education,2024-09-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.67604133790555,10.710903984220908
arts_media,2024-09-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6551828258817407,10.70633696629114
healthcare_practitioners,2024-09-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6649137783378775,10.756006201693559
healthcare_support,2024-09-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6951322944905746,10.775210932412934
protective_service,2024-09-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6644176583810781,10.694998312148423
food_prep,2024-09-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.652362109600865,10.668116532411236
building_grounds,2024-09-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6518889347800553,10.759727497036831
personal_care,2024-09-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6868446802830483,10.636916150811425
sales,2024-09-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6113601002334405,10.787030066231269
office_admin,2024-09-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6058617600042224,10.802078925949031
farming,2024-09-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.678716688596494,10.689750914253652
construction,2024-09-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6600945959000726,10.685380439517322
installation,2024-09-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6453827154581601,10.844956714611817
production,2024-09-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6610412658264827,10.794452011456098
transportation,2024-09-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6470277600118064,10.690072974407942
management,2024-10-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.61918450346983,10.78406055362533
business_financial,2024-10-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6220170752684637,10.81068373934778
computer_math,2024-10-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6707911888873247,10.830271631912996
architecture_engineering,2024-10-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6550897704065507,10.80756678395587
life_physical_social,2024-10-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6377554451485734,10.812608349094425
community_social,2024-10-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6950259822189236,10.735545681808425
legal,2024-10-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6155395551722499,10.752660910700664
education,2024-10-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6569377029584811,10.625265536259487
arts_media,2024-10-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6228510629120332,10.786365852694203
healthcare_practitioners,2024-10-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6922655875984984,10.862157967784057
healthcare_support,2024-10-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6614299477670991,10.69470295710457
protective_service,2024-10-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.7136492931581575,10.721033133724664
food_prep,2024-10-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.671602517511813,10.708948539664362
building_grounds,2024-10-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6214412571414483,10.812797466225259
personal_care,2024-10-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6765223167077039,10.712650150857595
sales,2024-10-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6365611640573408,10.761826170774754
office_admin,2024-10-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.5885489035180718,10.794143185804247
farming,2024-10-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6335272187098332,10.715447280415919
construction,2024-10-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6541898244251879,10.781527796949398
installation,2024-10-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6733496857648302,10.731487847372453
production,2024-10-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.578597075549017,10.863258992752737
transportation,2024-10-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.612736121728696,10.700207355267903
management,2024-11-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6453580145989388,10.778687322661401
business_financial,2024-11-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6433229822682377,10.73642524318114
computer_math,2024-11-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.7163781061297254,10.873261551933542
architecture_engineering,2024-11-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6520132783221175,10.712883591627556
life_physical_social,2024-11-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6423243220009188,10.679193145344158
community_social,2024-11-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6641488094059603,10.806633310109197
legal,2024-11-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.590779742046653,10.912467525315218
education,2024-11-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6219965459188289,10.749157329428522
arts_media,2024-11-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6879774676432757,10.67940143652432
healthcare_practitioners,2024-11-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.715511978480773,10.697502405888955
healthcare_support,2024-11-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6793399985901715,10.756565987526646
protective_service,2024-11-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.7001943029895087,10.664065508893025
food_prep,2024-11-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6683537627230706,10.826795677491727
building_grounds,2024-11-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6533101698372082,10.67877088990182
personal_care,2024-11-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.7132549060333314,10.727011096991268
sales,2024-11-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6545761347420016,10.661027113915448
office_admin,2024-11-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6079189865014123,10.736449576247587
farming,2024-11-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6456356040665743,10.708153978992957
construction,2024-11-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6793643791545952,10.770276164615547
installation,2024-11-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6894564039202197,10.761959423815709
production,2024-11-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.5908056632527302,10.725985880155235
transportation,2024-11-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.640896838886088,10.749755435959909
management,2024-12-01,Management,0.72,0.35,0.65,0.06,Eloundou et al. 2023; high cognitive exposure,1,1,1,0.637,0.6363690819806969,10.7788613901371
business_financial,2024-12-01,Business and Financial,0.78,0.4,0.6,0.06,IMF 2024 advanced economy exposure,1,1,1,0.6279999999999999,0.6560725012700342,10.793847951265032
computer_math,2024-12-01,Computer and Mathematical,0.85,0.25,0.75,0.04,High exposure; augmentation-dominant,1,1,1,0.655,0.6940388598841583,10.830214255813281
architecture_engineering,2024-12-01,Architecture and Engineering,0.68,0.3,0.7,0.02,STEM augmentation pattern,1,1,1,0.6459999999999999,0.6672961093454397,10.783098056478979
life_physical_social,2024-12-01,Life Physical and Social Science,0.55,0.25,0.75,0.01,Research augmentation,1,1,1,0.655,0.6591769075264317,10.762368198138416
community_social,2024-12-01,Community and Social Service,0.35,0.15,0.85,0.02,Human interaction barrier,1,0,0,0.6729999999999999,0.6887848590756902,10.800464857514045
legal,2024-12-01,Legal,0.8,0.45,0.55,0.01,High LLM task exposure,1,1,1,0.619,0.6121234367150987,10.815713870635784
education,2024-12-01,Education Training Library,0.45,0.2,0.8,0.06,Partial automation; strong complementarity,1,0,0,0.6639999999999999,0.6616964079705911,10.702914039608267
arts_media,2024-12-01,Arts Design Entertainment Media,0.6,0.35,0.65,0.02,Generative AI exposure,1,1,1,0.637,0.6570789502599125,10.755263021914036
healthcare_practitioners,2024-12-01,Healthcare Practitioners,0.4,0.1,0.9,0.06,Low substitution; high complementarity,1,0,0,0.6819999999999999,0.6789112486740928,10.829236769474356
healthcare_support,2024-12-01,Healthcare Support,0.3,0.2,0.8,0.03,Physical + interpersonal tasks,1,0,0,0.6639999999999999,0.6680597127309376,10.79737240185693
protective_service,2024-12-01,Protective Service,0.25,0.15,0.85,0.02,Physical/security barrier,1,0,0,0.6729999999999999,0.6753281803249434,10.65393407621675
food_prep,2024-12-01,Food Preparation and Serving,0.2,0.25,0.75,0.07,Low cognitive; some automation,1,0,0,0.655,0.6520823310657068,10.74825327041927
building_grounds,2024-12-01,Building and Grounds Cleaning,0.18,0.3,0.7,0.03,Physical task barrier,1,0,0,0.6459999999999999,0.6309115735493098,10.674511215649206
personal_care,2024-12-01,Personal Care and Service,0.22,0.15,0.85,0.03,Interpersonal barrier,1,0,0,0.6729999999999999,0.6767689512213323,10.796351781993105
sales,2024-12-01,Sales and Related,0.55,0.4,0.6,0.09,Mixed automation/augmentation,1,1,1,0.6279999999999999,0.6461644453360704,10.805769393192575
office_admin,2024-12-01,Office and Administrative Support,0.75,0.55,0.45,0.12,High displacement risk (World Bank 2025),1,1,1,0.601,0.6034675141509286,10.802189270371029
farming,2024-12-01,Farming Fishing Forestry,0.15,0.2,0.8,0.01,Physical outdoor work,1,0,0,0.6639999999999999,0.6267946152726485,10.812425050021771
construction,2024-12-01,Construction and Extraction,0.2,0.25,0.75,0.05,Physical task barrier,1,0,0,0.655,0.6626703172130444,10.743481573981585
installation,2024-12-01,Installation Maintenance Repair,0.25,0.2,0.8,0.04,Skilled manual work,1,0,0,0.6639999999999999,0.6454719847701961,10.747672594112618
production,2024-12-01,Production,0.35,0.45,0.55,0.06,Manufacturing automation exposure,1,0,0,0.619,0.6091821067429509,10.749493377503573
transportation,2024-12-01,Transportation and Material Moving,0.3,0.4,0.6,0.08,Mixed; logistics automation,1,0,0,0.6279999999999999,0.6394486762059421,10.798111942006285
